order_id,order_date,region,category,sub_category,sales,profit
ORD01851,2023-11-13,West,Office Supplies,Paper,685.86,63.14
ORD27972,2024-02-02,East,Furniture,Tables,974.68,92.51
ORD57230,2024-08-04,East,Furniture,Bookcases,657.1,130.33
ORD48100,2023-08-27,West,Technology,Accessories,415.91,24.33
ORD84186,2023-09-27,West,Office Supplies,Paper,316.64,63.02
ORD03036,2024-04-03,West,Technology,Accessories,387.86,86.47
ORD25436,2024-11-23,East,Office Supplies,Pens,394.46,82.08
ORD17213,2023-08-27,South,Office Supplies,Binders,137.6,9.72
ORD45195,2023-09-08,South,Technology,Accessories,910.31,96.71
ORD51092,2023-10-25,South,Office Supplies,Pens,750.45,186.55
ORD68592,2024-11-17,West,Office Supplies,Paper,999.96,225.68
ORD62494,2024-03-05,Central,Technology,Phones,117.45,7.74
ORD10225,2023-10-01,West,Office Supplies,Pens,39.35,7.44
ORD67711,2024-08-30,South,Furniture,Bookcases,840.4,155.26
ORD64215,2023-09-16,East,Furniture,Bookcases,899.65,85.62
ORD26557,2024-05-03,West,Furniture,Bookcases,458.29,58.92
ORD76952,2025-02-21,East,Furniture,Bookcases,222.11,20.06
ORD36687,2024-07-31,Central,Furniture,Chairs,980.33,173.06
ORD87883,2024-04-02,Central,Technology,Phones,434.59,124.43
ORD19689,2025-02-01,East,Furniture,Tables,65.24,18.69
ORD31350,2023-11-13,Central,Technology,Accessories,456.02,88.59
ORD05872,2025-05-24,Central,Technology,Laptops,614.05,109.08
ORD10552,2024-01-23,East,Technology,Phones,252.36,24.48
ORD72863,2023-11-19,Central,Furniture,Chairs,610.1,63.46
ORD30212,2024-03-28,Central,Office Supplies,Binders,734.52,114.22
ORD06501,2024-11-04,Central,Office Supplies,Paper,656.77,59.65
ORD91792,2023-07-02,South,Furniture,Tables,683.0,194.69
ORD25213,2023-08-07,West,Technology,Phones,89.15,20.79
ORD09622,2024-06-07,West,Technology,Laptops,572.37,121.31
ORD28476,2024-12-21,West,Office Supplies,Binders,330.03,81.5
ORD57041,2023-10-08,South,Furniture,Bookcases,262.55,30.86
ORD00928,2023-10-11,East,Technology,Accessories,418.65,55.4
ORD06678,2024-12-12,East,Office Supplies,Paper,782.51,67.75
ORD49843,2024-05-03,West,Office Supplies,Binders,115.99,34.2
ORD24186,2023-09-14,West,Office Supplies,Binders,787.08,63.66
ORD36903,2024-04-08,Central,Technology,Laptops,113.63,15.59
ORD28917,2024-06-13,Central,Technology,Laptops,615.32,168.69
ORD56620,2025-02-21,West,Office Supplies,Paper,197.06,49.56
ORD56341,2023-08-29,South,Office Supplies,Pens,145.02,7.6
ORD15950,2023-12-12,West,Technology,Phones,159.82,30.67
ORD42811,2023-11-20,Central,Furniture,Bookcases,646.41,92.14
ORD90438,2023-11-12,West,Technology,Accessories,429.88,70.69
ORD03419,2024-08-20,South,Office Supplies,Paper,512.18,60.93
ORD51405,2025-01-12,South,Technology,Accessories,883.76,224.04
ORD46835,2025-01-12,Central,Technology,Phones,948.51,143.82
ORD65215,2024-04-20,Central,Furniture,Bookcases,97.89,22.76
ORD81820,2024-09-07,East,Furniture,Bookcases,76.26,17.99
ORD67904,2023-10-12,South,Furniture,Tables,683.49,193.5
ORD27113,2025-04-25,West,Office Supplies,Paper,524.71,157.14
ORD32288,2024-12-26,East,Office Supplies,Binders,623.96,173.29
ORD98572,2024-02-27,East,Technology,Laptops,708.54,168.22
ORD45960,2025-04-30,West,Technology,Accessories,951.85,243.52
ORD63399,2023-08-06,East,Technology,Laptops,965.35,211.05
ORD29710,2023-09-27,West,Furniture,Chairs,379.71,31.64
ORD48171,2024-05-27,Central,Furniture,Tables,505.6,46.83
ORD52421,2024-01-12,East,Office Supplies,Pens,264.77,48.92
ORD95511,2023-10-26,East,Office Supplies,Paper,493.46,57.33
ORD74747,2024-10-26,East,Technology,Accessories,577.47,60.27
ORD21970,2024-03-17,Central,Technology,Accessories,829.21,48.81
ORD46692,2024-05-16,South,Technology,Laptops,76.35,3.93
ORD58955,2023-08-12,South,Office Supplies,Paper,366.81,18.81
ORD68740,2024-10-03,West,Office Supplies,Paper,28.69,4.52
ORD03802,2025-04-01,West,Furniture,Bookcases,524.03,46.34
ORD14629,2024-04-14,East,Office Supplies,Binders,172.52,36.95
ORD13671,2024-03-06,West,Office Supplies,Paper,386.82,54.59
ORD77871,2023-08-14,West,Technology,Laptops,126.52,20.2
ORD21663,2024-04-15,South,Furniture,Chairs,366.66,58.11
ORD51559,2024-06-20,Central,Technology,Phones,128.45,15.57
ORD37147,2023-07-08,West,Office Supplies,Paper,749.05,206.18
ORD82723,2024-02-12,West,Technology,Phones,949.41,275.26
ORD90960,2025-06-05,Central,Furniture,Tables,499.29,86.82
ORD56730,2023-11-20,West,Office Supplies,Paper,511.82,143.77
ORD06442,2023-08-12,South,Furniture,Chairs,958.53,237.89
ORD21461,2024-01-26,West,Furniture,Tables,510.0,123.34
ORD76834,2023-10-29,West,Furniture,Bookcases,833.24,131.17
ORD01654,2023-10-14,East,Office Supplies,Paper,303.68,52.08
ORD35677,2024-07-28,South,Furniture,Bookcases,169.45,30.13
ORD26596,2025-03-09,West,Office Supplies,Binders,866.88,258.82
ORD08931,2024-12-21,West,Technology,Laptops,214.44,48.6
ORD99255,2023-06-20,East,Technology,Accessories,512.29,48.82
ORD27275,2023-09-05,West,Furniture,Chairs,149.65,8.92
ORD64807,2025-03-16,West,Furniture,Tables,37.31,3.73
ORD27910,2023-11-25,East,Office Supplies,Paper,534.47,120.28
ORD36829,2024-03-28,West,Furniture,Tables,437.55,28.59
ORD35339,2023-06-20,South,Technology,Phones,318.2,37.33
ORD55044,2024-07-02,Central,Office Supplies,Pens,429.71,55.85
ORD17766,2024-03-08,East,Furniture,Chairs,20.53,4.42
ORD58685,2023-09-05,Central,Furniture,Tables,482.62,133.74
ORD27652,2024-08-11,East,Office Supplies,Binders,267.22,46.18
ORD92866,2024-01-16,Central,Office Supplies,Binders,114.95,6.14
ORD64911,2025-02-23,West,Office Supplies,Paper,746.47,104.76
ORD11096,2023-08-28,Central,Furniture,Bookcases,290.43,56.95
ORD79817,2024-07-03,East,Furniture,Chairs,636.97,127.69
ORD90463,2023-11-29,East,Technology,Accessories,821.06,80.65
ORD78613,2025-04-04,South,Furniture,Chairs,942.98,193.08
ORD71576,2025-05-14,Central,Technology,Laptops,989.85,99.48
ORD60538,2024-01-15,West,Furniture,Chairs,207.87,39.0
ORD44463,2023-06-12,Central,Technology,Laptops,897.01,145.42
ORD60002,2025-02-12,East,Office Supplies,Binders,493.16,89.23
ORD29638,2024-04-07,East,Furniture,Bookcases,288.67,84.25
ORD39609,2024-05-07,Central,Furniture,Bookcases,79.58,23.33
ORD82631,2024-12-11,West,Technology,Laptops,505.13,92.5
ORD28196,2025-03-24,East,Furniture,Tables,755.71,110.36
ORD48253,2023-08-20,South,Office Supplies,Pens,286.06,27.47
ORD10609,2023-10-05,West,Technology,Phones,600.27,31.34
ORD09819,2024-04-01,South,Technology,Accessories,726.17,83.3
ORD02752,2023-12-12,West,Office Supplies,Pens,283.14,22.59
ORD34383,2024-12-24,West,Furniture,Bookcases,253.45,15.15
ORD64041,2025-06-04,West,Office Supplies,Binders,285.03,70.59
ORD20911,2024-05-30,West,Furniture,Bookcases,133.86,28.4
ORD91124,2023-12-29,Central,Office Supplies,Binders,947.5,256.77
ORD21175,2025-05-17,Central,Technology,Phones,420.18,85.24
ORD36170,2024-04-25,Central,Furniture,Bookcases,819.6,209.8
ORD17136,2024-03-26,West,Technology,Laptops,193.2,56.59
ORD57224,2023-06-16,East,Technology,Accessories,694.35,198.87
ORD29901,2024-03-01,Central,Technology,Accessories,612.25,62.17
ORD57998,2023-06-12,South,Furniture,Tables,283.42,55.38
ORD28413,2024-09-21,South,Furniture,Tables,247.09,57.22
ORD08088,2025-01-20,Central,Furniture,Tables,111.82,10.67
ORD23513,2023-07-01,West,Furniture,Chairs,578.26,165.29
ORD52312,2024-01-02,West,Technology,Laptops,40.63,3.69
ORD47315,2024-12-09,West,Office Supplies,Pens,615.67,41.47
ORD84776,2024-07-11,East,Office Supplies,Binders,465.92,98.44
ORD63423,2024-11-23,South,Furniture,Bookcases,536.24,124.24
ORD46199,2024-02-06,East,Technology,Phones,390.32,21.54
ORD23767,2024-05-03,East,Technology,Phones,149.54,36.27
ORD94591,2024-09-22,Central,Furniture,Bookcases,607.64,150.76
ORD66395,2024-03-25,East,Furniture,Bookcases,741.41,99.79
ORD17208,2023-12-22,East,Furniture,Chairs,490.82,93.61
ORD96498,2024-03-08,South,Furniture,Tables,345.12,30.59
ORD60125,2024-05-07,East,Technology,Accessories,282.11,52.45
ORD25313,2024-10-31,East,Furniture,Chairs,553.75,41.89
ORD55251,2023-06-16,South,Furniture,Chairs,913.92,51.18
ORD50537,2024-08-22,South,Office Supplies,Binders,366.24,44.58
ORD53816,2024-01-15,South,Technology,Accessories,826.33,64.54
ORD93831,2024-08-17,West,Furniture,Chairs,119.7,34.59
ORD49196,2024-11-19,Central,Furniture,Bookcases,347.05,48.63
ORD65533,2023-07-17,East,Furniture,Bookcases,168.08,26.41
ORD77046,2023-09-09,Central,Technology,Phones,685.84,60.05
ORD17295,2024-09-10,Central,Technology,Laptops,361.42,27.46
ORD63904,2023-06-22,South,Technology,Laptops,934.22,236.06
ORD90742,2025-03-23,East,Furniture,Chairs,782.23,67.78
ORD60880,2024-02-26,West,Office Supplies,Paper,726.92,179.1
ORD01716,2024-12-21,South,Furniture,Chairs,586.29,169.96
ORD44556,2023-08-09,Central,Furniture,Chairs,336.59,27.56
ORD85790,2024-04-09,South,Office Supplies,Paper,504.32,85.9
ORD47715,2025-06-06,South,Technology,Accessories,346.8,86.89
ORD91030,2025-03-11,West,Office Supplies,Paper,558.35,103.12
ORD02156,2023-12-01,South,Technology,Accessories,824.98,120.58
ORD21358,2023-06-12,South,Technology,Accessories,781.06,197.47
ORD04010,2024-01-31,West,Technology,Phones,250.49,12.7
ORD14596,2024-01-04,East,Office Supplies,Pens,484.45,40.4
ORD22971,2023-09-15,East,Furniture,Tables,373.64,98.02
ORD52967,2024-11-09,West,Office Supplies,Paper,161.26,42.46
ORD18839,2024-06-14,South,Furniture,Chairs,831.27,53.17
ORD74573,2023-08-19,West,Furniture,Bookcases,709.88,102.48
ORD44158,2025-03-18,East,Technology,Laptops,384.25,86.59
ORD33117,2023-07-25,East,Office Supplies,Pens,873.07,50.24
ORD30376,2023-11-01,Central,Furniture,Chairs,260.14,13.82
ORD28123,2025-05-21,South,Furniture,Chairs,480.37,40.84
ORD56798,2023-11-13,Central,Office Supplies,Paper,728.11,117.22
ORD63146,2023-10-14,East,Office Supplies,Binders,172.77,46.7
ORD49127,2025-04-19,East,Technology,Phones,513.23,27.06
ORD11307,2023-11-01,South,Technology,Laptops,563.07,144.92
ORD40787,2024-03-08,Central,Technology,Phones,435.2,38.82
ORD41815,2024-05-09,East,Technology,Laptops,978.37,79.53
ORD32686,2024-07-07,West,Office Supplies,Pens,74.88,11.09
ORD50745,2023-08-23,East,Technology,Laptops,487.87,104.0
ORD06634,2023-11-03,South,Office Supplies,Binders,73.58,10.51
ORD62948,2024-09-22,South,Furniture,Tables,126.23,8.77
ORD78610,2024-10-23,Central,Furniture,Chairs,296.56,54.98
ORD31310,2025-05-04,East,Furniture,Bookcases,30.76,8.53
ORD09431,2024-07-26,West,Technology,Phones,645.62,37.51
ORD14396,2024-04-08,Central,Furniture,Bookcases,573.5,109.5
ORD61347,2023-11-15,South,Furniture,Chairs,328.29,93.85
ORD23549,2024-01-18,East,Office Supplies,Paper,959.56,167.97
ORD01289,2024-06-13,Central,Office Supplies,Pens,368.72,30.37
ORD43251,2023-10-16,East,Office Supplies,Paper,898.58,158.06
ORD25720,2024-11-07,West,Furniture,Bookcases,800.15,135.42
ORD76502,2023-12-30,East,Office Supplies,Binders,168.51,27.94
ORD12095,2024-06-11,East,Technology,Phones,886.71,223.33
ORD90737,2023-09-01,West,Technology,Phones,993.55,174.27
ORD00943,2024-07-20,Central,Office Supplies,Binders,352.24,49.34
ORD82211,2024-01-31,South,Furniture,Bookcases,778.69,114.4
ORD57758,2023-12-25,West,Technology,Accessories,93.5,8.24
ORD74570,2025-03-12,South,Furniture,Chairs,159.77,42.76
ORD54589,2024-06-19,East,Office Supplies,Binders,465.71,43.05
ORD14802,2024-04-22,Central,Furniture,Chairs,294.51,41.48
ORD32570,2023-12-15,East,Furniture,Chairs,716.44,118.35
ORD96531,2023-11-06,South,Office Supplies,Paper,657.29,55.94
ORD61487,2025-04-19,East,Technology,Laptops,58.8,15.57
ORD69644,2023-11-04,South,Office Supplies,Pens,918.8,75.57
ORD09859,2023-09-12,Central,Technology,Accessories,953.0,136.68
ORD67954,2023-09-02,South,Technology,Laptops,277.57,74.63
ORD07272,2024-07-19,East,Technology,Accessories,75.92,18.8
ORD49824,2024-06-21,East,Furniture,Chairs,304.85,27.3
ORD41407,2023-07-10,South,Furniture,Chairs,400.46,66.3
ORD34910,2024-06-22,East,Office Supplies,Paper,479.12,88.05
ORD40650,2023-07-17,South,Furniture,Chairs,196.67,15.16
ORD42548,2024-11-06,South,Office Supplies,Binders,413.49,27.34
ORD82142,2024-12-29,Central,Technology,Laptops,228.38,53.74
ORD36914,2023-11-25,East,Office Supplies,Paper,57.52,5.12
ORD07536,2024-05-02,South,Furniture,Bookcases,229.2,44.02
ORD61449,2024-02-05,South,Furniture,Tables,793.77,233.88
ORD29659,2023-09-25,West,Furniture,Chairs,870.66,250.89
ORD34268,2023-11-10,South,Office Supplies,Paper,642.97,45.59
ORD78266,2023-08-22,East,Office Supplies,Paper,100.07,26.86
ORD28758,2025-06-04,South,Office Supplies,Pens,229.82,62.8
ORD57567,2024-04-30,West,Furniture,Chairs,897.06,140.96
ORD67080,2025-01-24,Central,Furniture,Chairs,362.29,56.07
ORD61294,2025-02-08,South,Technology,Accessories,788.18,229.67
ORD39852,2024-10-03,South,Office Supplies,Pens,578.91,148.06
ORD89406,2023-09-14,West,Furniture,Bookcases,674.6,137.7
ORD60787,2025-03-21,Central,Technology,Accessories,747.98,175.16
ORD01041,2024-02-23,Central,Furniture,Chairs,898.57,254.7
ORD91497,2024-11-26,South,Office Supplies,Binders,796.18,173.95
ORD50198,2025-01-03,Central,Technology,Accessories,23.6,3.84
ORD03828,2025-01-04,West,Technology,Laptops,646.14,125.74
ORD40793,2023-09-06,East,Furniture,Bookcases,979.45,151.86
ORD10291,2024-07-16,West,Technology,Laptops,231.81,23.75
ORD13317,2023-06-28,West,Technology,Accessories,956.0,136.29
ORD87601,2024-01-27,Central,Furniture,Tables,898.72,157.74
ORD67238,2023-12-28,East,Technology,Laptops,655.93,107.57
ORD97916,2023-09-30,South,Office Supplies,Paper,831.62,130.12
ORD02232,2024-07-10,Central,Furniture,Chairs,469.65,67.29
ORD83774,2024-01-19,West,Technology,Laptops,393.93,102.92
ORD19754,2024-04-07,South,Technology,Laptops,708.05,201.42
ORD61766,2023-10-02,East,Furniture,Chairs,107.85,5.84
ORD04719,2024-04-06,South,Furniture,Tables,754.94,155.48
ORD09409,2024-05-19,East,Technology,Laptops,513.29,129.08
ORD05277,2024-01-10,Central,Office Supplies,Binders,238.42,39.02
ORD02588,2023-11-19,South,Furniture,Chairs,859.22,247.14
ORD58681,2023-10-22,Central,Office Supplies,Paper,909.83,192.17
ORD25957,2024-12-15,South,Furniture,Tables,786.55,139.13
ORD24461,2025-05-20,Central,Technology,Laptops,321.25,88.56
ORD76792,2024-08-29,South,Technology,Phones,24.07,6.67
ORD88425,2024-09-08,East,Furniture,Chairs,170.31,24.46
ORD95996,2023-07-31,Central,Office Supplies,Binders,959.98,286.27
ORD00231,2024-11-06,West,Technology,Laptops,208.81,44.08
ORD17753,2025-01-28,East,Technology,Laptops,146.29,30.58
ORD31266,2025-05-25,West,Office Supplies,Paper,526.93,83.97
ORD10941,2023-07-08,East,Technology,Phones,514.17,106.88
ORD17590,2025-05-26,South,Technology,Laptops,840.59,75.45
ORD25176,2023-09-20,Central,Furniture,Chairs,111.4,17.75
ORD98334,2024-06-24,West,Furniture,Bookcases,713.42,199.86
ORD74332,2024-05-11,East,Technology,Laptops,44.78,10.46
ORD83190,2024-10-09,South,Technology,Accessories,782.04,75.58
ORD13020,2024-03-14,West,Office Supplies,Binders,544.71,60.63
ORD69815,2023-10-30,South,Office Supplies,Pens,70.71,5.0
ORD87339,2025-03-12,West,Technology,Phones,645.62,125.79
ORD78559,2025-05-07,East,Furniture,Tables,928.66,74.92
ORD82176,2024-10-06,West,Office Supplies,Paper,896.71,65.63
ORD61912,2025-02-05,South,Office Supplies,Binders,402.98,69.62
ORD84117,2023-12-05,East,Office Supplies,Binders,496.79,102.55
ORD09850,2023-11-30,West,Technology,Laptops,387.75,49.79
ORD44651,2025-04-16,South,Furniture,Chairs,312.78,86.3
ORD24189,2023-12-13,East,Furniture,Tables,993.86,169.93
ORD89846,2024-10-01,East,Furniture,Bookcases,746.86,210.35
ORD08197,2025-06-05,West,Technology,Phones,545.24,97.87
ORD40056,2023-12-28,West,Furniture,Tables,132.49,13.81
ORD35023,2024-08-06,Central,Furniture,Chairs,101.77,22.68
ORD50371,2025-02-23,West,Office Supplies,Paper,491.94,141.83
ORD99051,2024-04-27,Central,Technology,Accessories,658.89,109.88
ORD99187,2023-09-17,South,Office Supplies,Pens,947.42,265.83
ORD40107,2024-07-07,Central,Furniture,Chairs,693.32,188.46
ORD35674,2025-02-05,Central,Office Supplies,Binders,591.98,143.03
ORD30003,2024-07-27,Central,Furniture,Chairs,954.69,164.17
ORD96087,2023-07-19,South,Office Supplies,Pens,752.14,191.02
ORD66266,2024-08-08,East,Technology,Laptops,440.73,84.53
ORD21719,2025-05-10,Central,Technology,Phones,460.42,125.4
ORD55356,2025-05-22,Central,Technology,Laptops,307.6,78.95
ORD03319,2023-06-16,Central,Office Supplies,Binders,132.36,33.39
ORD36890,2025-02-20,South,Furniture,Tables,260.41,27.03
ORD03010,2023-09-15,Central,Office Supplies,Binders,783.92,63.17
ORD72405,2024-03-06,Central,Technology,Phones,722.47,74.73
ORD93429,2024-04-12,Central,Furniture,Bookcases,84.91,10.27
ORD71114,2025-06-06,West,Technology,Phones,120.86,14.44
ORD83753,2024-05-18,East,Technology,Accessories,433.32,103.59
ORD45843,2024-07-22,Central,Office Supplies,Binders,213.18,53.44
ORD45881,2023-07-20,South,Furniture,Tables,432.81,35.07
ORD56974,2023-08-08,West,Technology,Laptops,599.35,65.39
ORD32834,2025-01-05,East,Office Supplies,Binders,650.79,171.83
ORD83152,2023-07-06,East,Office Supplies,Paper,148.44,43.3
ORD37710,2024-06-30,East,Technology,Accessories,58.34,12.32
ORD04496,2024-01-28,East,Office Supplies,Binders,833.25,128.13
ORD10496,2024-06-27,Central,Office Supplies,Paper,758.62,113.86
ORD06670,2023-11-30,Central,Office Supplies,Pens,66.13,8.24
ORD36268,2023-07-19,South,Office Supplies,Pens,967.81,77.77
ORD40850,2025-05-15,Central,Technology,Phones,48.7,3.02
ORD95493,2025-01-17,East,Furniture,Chairs,993.67,263.67
ORD05966,2025-02-05,South,Furniture,Chairs,106.26,24.55
ORD01864,2025-04-05,Central,Technology,Phones,935.43,249.76
ORD87699,2025-01-26,Central,Furniture,Chairs,67.04,8.45
ORD84267,2025-01-08,Central,Office Supplies,Pens,620.5,157.06
ORD32044,2023-08-14,Central,Technology,Phones,926.36,181.44
ORD38459,2024-04-10,East,Furniture,Tables,864.66,206.01
ORD09454,2024-11-02,South,Technology,Laptops,674.87,121.77
ORD49014,2024-08-23,West,Technology,Laptops,668.04,196.46
ORD54277,2023-06-22,Central,Technology,Laptops,241.31,27.98
ORD70705,2024-06-15,Central,Technology,Phones,365.95,94.74
ORD83609,2025-06-07,West,Technology,Accessories,740.56,75.15
ORD14985,2023-07-28,East,Furniture,Tables,79.06,4.21
ORD72444,2025-04-14,West,Office Supplies,Paper,204.16,15.54
ORD72322,2025-04-15,West,Technology,Accessories,523.65,67.21
ORD90310,2023-10-30,Central,Technology,Laptops,662.18,173.46
ORD87950,2024-08-11,East,Furniture,Chairs,918.36,134.44
ORD30440,2024-11-16,South,Technology,Accessories,218.96,32.86
ORD58093,2024-03-06,East,Office Supplies,Paper,180.91,22.94
ORD11871,2024-07-09,East,Furniture,Tables,878.67,207.59
ORD13359,2024-03-23,West,Furniture,Tables,203.29,11.62
ORD61642,2023-06-28,South,Office Supplies,Paper,135.96,25.5
ORD59556,2025-05-06,Central,Office Supplies,Binders,167.61,29.42
ORD57490,2023-10-11,Central,Furniture,Tables,287.14,21.38
ORD50429,2023-06-28,South,Technology,Laptops,210.05,20.45
ORD19358,2024-12-15,West,Technology,Laptops,538.97,93.46
ORD89536,2025-03-15,South,Furniture,Bookcases,68.87,7.73
ORD90261,2023-08-08,East,Furniture,Chairs,72.08,4.25
ORD39898,2024-12-30,Central,Furniture,Chairs,541.49,64.36
ORD68180,2024-09-22,South,Office Supplies,Paper,119.28,27.85
ORD78875,2024-01-04,Central,Office Supplies,Binders,187.61,18.93
ORD39435,2023-12-14,Central,Technology,Accessories,302.22,15.35
ORD53751,2024-11-28,West,Technology,Accessories,629.68,147.83
ORD37651,2024-03-08,West,Furniture,Tables,687.81,63.05
ORD88157,2024-09-21,Central,Office Supplies,Binders,963.0,208.5
ORD37639,2025-03-12,South,Office Supplies,Binders,193.96,22.49
ORD28369,2024-11-07,East,Furniture,Bookcases,765.06,40.11
ORD29445,2024-02-07,Central,Office Supplies,Pens,20.99,5.63
ORD11668,2023-10-02,South,Furniture,Chairs,822.55,157.78
ORD97327,2023-06-21,Central,Furniture,Bookcases,513.08,122.5
ORD21648,2024-12-12,East,Furniture,Tables,807.81,108.18
ORD71206,2023-06-27,South,Technology,Laptops,990.0,113.19
ORD21288,2025-05-22,South,Office Supplies,Paper,469.58,120.65
ORD66526,2024-12-01,Central,Technology,Laptops,893.54,217.69
ORD83415,2025-05-06,South,Furniture,Tables,692.07,160.6
ORD59991,2024-12-20,East,Furniture,Tables,859.14,184.58
ORD01576,2024-10-10,West,Office Supplies,Paper,50.29,9.78
ORD76472,2024-12-29,South,Office Supplies,Binders,749.48,73.79
ORD29812,2025-05-04,South,Technology,Phones,966.14,260.17
ORD09957,2024-03-29,South,Technology,Phones,280.0,61.53
ORD57289,2024-01-11,Central,Office Supplies,Pens,428.95,128.04
ORD13475,2023-07-16,Central,Furniture,Chairs,587.93,132.55
ORD98898,2025-03-25,East,Office Supplies,Paper,575.33,142.76
ORD64565,2025-01-17,Central,Office Supplies,Binders,970.08,169.5
ORD22036,2024-07-16,West,Office Supplies,Pens,167.22,48.77
ORD49951,2024-03-04,West,Office Supplies,Paper,302.49,75.61
ORD42144,2024-06-20,East,Office Supplies,Binders,232.98,59.73
ORD73244,2024-09-21,East,Furniture,Tables,319.71,50.38
ORD13421,2023-11-16,East,Furniture,Tables,154.96,41.79
ORD88209,2025-05-10,West,Furniture,Bookcases,285.26,85.29
ORD08830,2024-06-22,West,Office Supplies,Pens,919.89,112.87
ORD05349,2024-05-05,East,Office Supplies,Paper,263.75,57.93
ORD78274,2025-05-22,South,Office Supplies,Paper,967.57,72.12
ORD11767,2023-12-30,Central,Office Supplies,Pens,324.52,61.98
ORD12415,2025-02-22,Central,Technology,Phones,689.65,68.88
ORD13152,2024-07-06,West,Office Supplies,Pens,215.53,27.21
ORD53800,2023-12-17,Central,Technology,Accessories,471.93,45.23
ORD29633,2024-01-01,South,Furniture,Chairs,536.04,119.82
ORD72727,2024-01-14,Central,Office Supplies,Paper,439.12,68.12
ORD23183,2023-06-11,South,Office Supplies,Binders,914.31,51.76
ORD61789,2023-11-17,South,Furniture,Chairs,622.9,78.23
ORD20649,2024-03-30,West,Technology,Accessories,385.65,79.14
ORD93578,2024-10-31,Central,Furniture,Tables,143.42,31.2
ORD24347,2024-06-23,South,Technology,Laptops,842.41,59.95
ORD69587,2024-01-24,Central,Technology,Phones,346.81,25.79
ORD13146,2024-05-21,Central,Technology,Laptops,696.78,185.4
ORD53612,2024-06-03,East,Technology,Accessories,680.92,159.91
ORD51562,2025-01-29,East,Technology,Phones,525.94,100.2
ORD77963,2023-07-01,South,Furniture,Chairs,897.15,188.33
ORD44836,2023-07-26,West,Office Supplies,Pens,324.67,96.52
ORD85456,2024-04-07,East,Office Supplies,Pens,694.02,54.6
ORD76640,2024-01-03,East,Furniture,Bookcases,882.3,158.77
ORD73504,2024-05-21,West,Furniture,Chairs,484.27,125.03
ORD63928,2023-11-16,South,Office Supplies,Binders,927.52,115.92
ORD19952,2024-09-20,South,Furniture,Chairs,844.89,157.72
ORD80061,2025-02-04,South,Technology,Accessories,140.73,12.18
ORD55810,2024-07-15,East,Furniture,Chairs,822.18,176.25
ORD35832,2025-03-21,West,Technology,Accessories,705.64,70.63
ORD86342,2025-05-16,South,Office Supplies,Paper,674.18,195.36
ORD55638,2024-12-29,South,Office Supplies,Pens,289.68,42.43
ORD30008,2023-08-27,East,Office Supplies,Paper,817.22,71.13
ORD86702,2024-01-14,Central,Office Supplies,Binders,572.92,30.22
ORD40330,2024-01-06,Central,Furniture,Bookcases,657.41,140.88
ORD16624,2025-04-08,South,Furniture,Tables,963.54,160.89
ORD11186,2023-06-24,South,Office Supplies,Binders,982.12,136.94
ORD08921,2024-12-31,West,Office Supplies,Pens,534.55,95.29
ORD96394,2025-02-07,West,Technology,Phones,364.83,83.84
ORD56804,2024-01-07,Central,Office Supplies,Pens,861.49,73.24
ORD73149,2024-06-09,Central,Office Supplies,Binders,917.84,193.92
ORD64613,2024-04-19,South,Office Supplies,Pens,665.79,129.17
ORD84748,2024-07-06,Central,Furniture,Bookcases,337.6,97.5
ORD36076,2024-03-24,Central,Technology,Accessories,833.29,55.74
ORD81739,2023-06-28,East,Technology,Phones,247.07,53.45
ORD63757,2024-08-19,South,Technology,Laptops,337.19,36.38
ORD14521,2023-08-22,West,Furniture,Chairs,733.6,107.12
ORD82379,2023-12-20,South,Furniture,Chairs,619.67,48.72
ORD12697,2024-07-19,East,Office Supplies,Paper,614.4,159.85
ORD93074,2024-04-23,West,Office Supplies,Binders,704.75,101.77
ORD45205,2024-11-25,West,Furniture,Tables,501.28,110.14
ORD99604,2024-11-26,West,Furniture,Bookcases,178.85,45.33
ORD38787,2024-02-07,West,Furniture,Bookcases,43.76,12.69
ORD35778,2024-08-12,East,Furniture,Chairs,813.81,222.43
ORD11616,2023-09-15,Central,Office Supplies,Pens,555.65,37.78
ORD02812,2023-11-09,West,Technology,Accessories,958.59,222.46
ORD71067,2023-10-19,South,Furniture,Chairs,578.96,97.52
ORD87286,2024-04-14,Central,Office Supplies,Pens,901.76,237.48
ORD04164,2024-12-19,East,Office Supplies,Paper,632.96,169.95
ORD48595,2024-08-19,East,Furniture,Bookcases,312.26,24.82
ORD22483,2025-02-21,West,Furniture,Bookcases,549.73,30.58
ORD95894,2024-06-09,Central,Office Supplies,Paper,709.21,47.51
ORD73522,2024-07-20,West,Office Supplies,Binders,543.74,60.0
ORD70562,2023-10-03,Central,Office Supplies,Pens,75.52,16.95
ORD71043,2023-11-10,East,Technology,Laptops,938.19,277.92
ORD18751,2023-07-26,East,Furniture,Tables,432.98,43.35
ORD97921,2024-03-07,East,Furniture,Chairs,556.15,129.84
ORD44694,2024-03-20,East,Furniture,Tables,91.45,26.25
ORD96488,2024-10-19,East,Office Supplies,Binders,950.91,189.74
ORD31921,2024-12-27,East,Technology,Laptops,947.67,111.47
ORD34249,2023-08-27,East,Furniture,Chairs,506.66,53.86
ORD28965,2024-08-29,Central,Office Supplies,Paper,317.35,83.29
ORD99497,2023-11-18,West,Furniture,Chairs,45.83,11.25
ORD20331,2025-05-31,West,Technology,Accessories,863.09,190.3
