date,region,category,total_sales,total_profit
2023-11-29,East,Office Supplies,231.92,65.41
2023-11-29,South,Office Supplies,228.01,59.93
2023-11-29,South,Technology,1212.65,281.96
2023-11-30,East,Technology,522.4,155.27
2023-11-30,East,Furniture,713.7,124.61000000000001
2023-11-30,South,Technology,806.9499999999999,149.4
2023-11-30,Central,Office Supplies,66.13,8.24
2023-11-30,South,Office Supplies,1198.09,164.49
2023-11-30,West,Office Supplies,614.53,80.23
2023-11-30,West,Furniture,679.45,64.64
2023-11-30,East,Office Supplies,421.62,81.43
2023-11-30,South,Furniture,1564.0500000000002,292.66999999999996
2023-11-30,West,Technology,2073.54,317.88
2023-12-01,Central,Furniture,551.64,33.3
2023-12-01,Central,Office Supplies,896.38,191.33
2023-12-01,West,Technology,1144.6599999999999,256.08000000000004
2023-12-01,South,Technology,2085.71,235.32
2023-12-01,South,Office Supplies,695.09,67.03
2023-12-01,East,Furniture,1337.44,149.12
2023-12-02,East,Furniture,555.33,92.85
2023-12-02,South,Office Supplies,894.61,172.48
2023-12-02,Central,Furniture,472.8,57.8
2023-12-02,East,Office Supplies,1529.7,355.61
2023-12-02,Central,Office Supplies,1169.07,189.39000000000001
2023-12-02,South,Technology,380.8,90.83
2023-12-02,West,Technology,382.37,35.89
2023-12-02,West,Office Supplies,260.99,23.16
2023-12-02,South,Furniture,1214.52,288.02
2023-12-03,Central,Office Supplies,167.33,11.41
2023-12-03,West,Furniture,462.44,41.65
2023-12-03,South,Furniture,543.93,29.43
2023-12-03,South,Office Supplies,519.94,52.76
2023-12-03,East,Furniture,1500.03,358.84
2023-12-03,East,Technology,567.95,131.49
2023-12-03,Central,Technology,191.5,10.12
2023-12-03,West,Technology,644.62,73.53
2023-12-04,South,Technology,235.25,69.65
2023-12-04,East,Office Supplies,303.34,16.66
2023-12-04,Central,Technology,1109.35,279.75
2023-12-04,Central,Furniture,577.98,86.0
2023-12-04,South,Office Supplies,497.12,84.77
2023-12-05,South,Technology,969.47,227.6
2023-12-05,East,Technology,353.13,43.23
2023-12-05,South,Furniture,444.1,116.11000000000001
2023-12-05,Central,Office Supplies,410.48,95.27000000000001
2023-12-05,East,Furniture,390.93999999999994,29.64
2023-12-05,Central,Furniture,850.86,191.93
2023-12-05,South,Office Supplies,1028.21,268.38
2023-12-05,West,Furniture,888.95,128.3
2023-12-05,West,Technology,566.98,134.11
2023-12-05,East,Office Supplies,2017.0500000000002,448.90999999999997
2023-12-06,Central,Furniture,836.3,190.17
2023-12-06,East,Technology,1370.49,268.39
2023-12-06,Central,Office Supplies,507.18999999999994,95.16
2023-12-06,West,Technology,175.85,50.68
2023-12-06,West,Office Supplies,1715.5900000000001,222.39999999999998
2023-12-06,South,Technology,625.49,154.73
2023-12-06,East,Office Supplies,419.84,92.71
2023-12-06,South,Furniture,943.1,128.61
2023-12-06,East,Furniture,1674.53,227.14999999999998
2023-12-07,Central,Furniture,981.03,103.1
2023-12-07,South,Furniture,344.16,25.35
2023-12-07,East,Furniture,780.73,88.43
2023-12-07,East,Technology,299.64,28.67
2023-12-07,East,Office Supplies,931.4100000000001,253.37
2023-12-07,West,Office Supplies,1093.7,245.32
2023-12-08,East,Furniture,140.17,25.27
2023-12-08,Central,Furniture,292.67,49.84
2023-12-08,Central,Technology,309.65,84.84
2023-12-08,East,Technology,1386.3400000000001,292.22
2023-12-08,Central,Office Supplies,1158.67,257.29
2023-12-08,West,Technology,615.84,121.45
2023-12-08,South,Furniture,1093.12,186.61
2023-12-08,South,Office Supplies,1176.71,235.95999999999998
2023-12-08,South,Technology,1737.71,231.76
2023-12-09,East,Furniture,1109.02,287.83
2023-12-09,West,Technology,356.91,44.82
2023-12-09,West,Office Supplies,364.35,49.2
2023-12-09,East,Office Supplies,655.75,81.89
2023-12-09,East,Technology,548.41,106.89
2023-12-09,Central,Furniture,760.9,104.28999999999999
2023-12-09,South,Office Supplies,42.04,3.63
2023-12-09,Central,Office Supplies,261.98,29.25
2023-12-10,East,Technology,1325.17,352.62
2023-12-10,South,Technology,766.79,130.53
2023-12-10,West,Office Supplies,400.14,85.98
2023-12-10,Central,Furniture,1105.6599999999999,81.01
2023-12-10,East,Office Supplies,341.63,33.52
2023-12-10,Central,Technology,850.93,182.61
2023-12-10,Central,Office Supplies,860.76,50.42
2023-12-10,South,Furniture,2501.96,325.89000000000004
2023-12-10,South,Office Supplies,1746.42,245.14
2023-12-11,Central,Furniture,690.68,112.9
2023-12-11,Central,Technology,1441.1100000000001,349.20000000000005
2023-12-11,West,Technology,277.97,75.49
2023-12-11,East,Technology,758.6500000000001,116.19
2023-12-11,Central,Office Supplies,746.69,130.82
2023-12-11,South,Technology,2294.08,543.49
2023-12-11,South,Office Supplies,742.12,121.18
2023-12-11,West,Furniture,1628.52,241.88
2023-12-12,East,Furniture,648.92,95.49
2023-12-12,Central,Technology,49.87,2.62
2023-12-12,East,Office Supplies,673.08,72.2
2023-12-12,South,Technology,668.09,131.18
2023-12-12,West,Technology,159.82,30.67
2023-12-12,West,Office Supplies,1174.8899999999999,183.63
2023-12-12,Central,Office Supplies,1506.9499999999998,183.13
2023-12-12,East,Technology,440.36,114.21
2023-12-12,South,Office Supplies,508.85,79.31
2023-12-13,Central,Office Supplies,579.13,154.01
2023-12-13,Central,Technology,417.57,96.36
2023-12-13,South,Technology,335.64,58.66
2023-12-13,East,Office Supplies,1488.97,214.15999999999997
2023-12-13,West,Technology,881.53,173.68
2023-12-13,South,Office Supplies,589.89,47.25
2023-12-13,West,Office Supplies,507.88,147.24
2023-12-13,East,Furniture,1898.69,260.9
2023-12-13,West,Furniture,958.26,106.53
2023-12-14,Central,Technology,1244.56,292.66
2023-12-14,East,Office Supplies,985.36,82.75
2023-12-14,East,Furniture,1097.99,237.37
2023-12-14,West,Furniture,889.1,98.45
2023-12-14,West,Office Supplies,1637.56,357.82
2023-12-14,Central,Office Supplies,2215.56,447.99
2023-12-15,South,Furniture,894.22,181.73
2023-12-15,East,Technology,610.94,76.9
2023-12-15,Central,Furniture,804.47,172.04
2023-12-15,East,Furniture,2399.28,306.53
2023-12-15,East,Office Supplies,1119.3600000000001,87.46000000000001
2023-12-15,West,Technology,824.94,174.89
2023-12-15,Central,Office Supplies,504.65,59.78
2023-12-16,South,Office Supplies,601.06,178.45
2023-12-16,West,Office Supplies,2788.3,494.71999999999997
2023-12-16,Central,Technology,1434.15,355.61
2023-12-16,South,Furniture,265.59,60.36
2023-12-16,South,Technology,613.86,176.85
2023-12-16,East,Office Supplies,847.22,133.01
2023-12-16,West,Technology,107.77,29.48
2023-12-16,Central,Furniture,92.41,21.3
2023-12-17,East,Office Supplies,548.45,60.24
2023-12-17,West,Furniture,1484.28,293.24
2023-12-17,Central,Furniture,855.27,66.36
2023-12-17,South,Technology,601.42,105.44
2023-12-17,East,Furniture,911.2099999999999,183.96
2023-12-17,East,Technology,2109.0699999999997,346.54999999999995
2023-12-17,South,Office Supplies,1533.18,380.82
2023-12-17,South,Furniture,694.59,207.9
2023-12-17,Central,Office Supplies,78.11,8.96
2023-12-17,Central,Technology,1187.05,188.92999999999998
2023-12-18,Central,Furniture,814.86,61.03
2023-12-18,South,Furniture,2681.14,591.45
2023-12-18,East,Furniture,504.48,26.57
2023-12-18,West,Furniture,873.65,242.22
2023-12-18,Central,Office Supplies,1629.5,195.14
2023-12-18,South,Technology,105.0,22.82
2023-12-18,East,Office Supplies,606.74,37.38
2023-12-18,East,Technology,1027.13,96.98
2023-12-19,East,Office Supplies,1173.01,84.76
2023-12-19,East,Furniture,83.66,16.14
2023-12-19,South,Office Supplies,1678.54,418.16999999999996
2023-12-19,Central,Technology,751.88,64.84
2023-12-19,West,Technology,868.88,251.37
2023-12-19,West,Office Supplies,981.43,210.26
2023-12-19,West,Furniture,1718.52,269.52
2023-12-19,Central,Furniture,710.42,73.15
2023-12-19,East,Technology,651.83,148.52
2023-12-19,South,Technology,1445.72,225.54999999999998
2023-12-20,East,Office Supplies,1293.26,265.1
2023-12-20,South,Technology,1187.5500000000002,85.52
2023-12-20,West,Office Supplies,59.3,17.13
2023-12-20,South,Office Supplies,1868.04,354.28
2023-12-20,Central,Office Supplies,1220.45,81.2
2023-12-20,Central,Technology,1429.94,303.32
2023-12-20,West,Furniture,967.95,57.3
2023-12-20,South,Furniture,619.67,48.72
2023-12-20,West,Technology,918.04,130.74
2023-12-21,South,Furniture,756.35,195.63
2023-12-21,South,Technology,862.18,124.9
2023-12-21,South,Office Supplies,784.64,228.24
2023-12-21,West,Office Supplies,1931.51,348.65
2023-12-21,Central,Office Supplies,608.03,53.98
2023-12-21,East,Furniture,238.99,23.29
2023-12-21,West,Furniture,303.48,63.7
2023-12-21,Central,Technology,248.89,42.59
2023-12-22,South,Technology,895.42,175.48
2023-12-22,Central,Technology,1126.94,205.98999999999998
2023-12-22,West,Furniture,686.37,40.5
2023-12-22,South,Furniture,179.2,19.73
2023-12-22,Central,Furniture,112.99,28.61
2023-12-22,East,Office Supplies,666.17,87.6
2023-12-22,East,Furniture,1432.15,290.81
2023-12-23,South,Office Supplies,1008.85,92.22
2023-12-23,Central,Furniture,827.37,103.05
2023-12-23,West,Technology,718.35,121.91
2023-12-23,East,Furniture,1024.25,259.70000000000005
2023-12-23,Central,Office Supplies,837.77,216.5
2023-12-23,East,Office Supplies,987.94,262.83000000000004
2023-12-23,Central,Technology,2691.63,359.99
2023-12-23,South,Technology,150.27,14.1
2023-12-23,West,Furniture,1729.81,337.61
2023-12-24,West,Office Supplies,877.54,190.42
2023-12-24,South,Office Supplies,954.54,201.95
2023-12-24,Central,Office Supplies,1697.71,259.46000000000004
2023-12-24,East,Technology,2251.0299999999997,318.43
2023-12-24,South,Furniture,812.21,188.87
2023-12-24,East,Furniture,155.94,43.59
2023-12-24,Central,Technology,1084.09,128.0
2023-12-25,East,Technology,1996.56,349.84000000000003
2023-12-25,South,Furniture,588.03,122.15
2023-12-25,Central,Furniture,603.84,52.4
2023-12-25,Central,Technology,244.65,62.89
2023-12-25,West,Technology,299.66999999999996,53.910000000000004
2023-12-25,East,Office Supplies,820.73,106.56
2023-12-25,East,Furniture,900.65,156.54000000000002
2023-12-25,Central,Office Supplies,1179.93,308.23
2023-12-25,West,Office Supplies,718.51,185.48
2023-12-25,West,Furniture,706.7,210.47
2023-12-26,Central,Office Supplies,169.55,34.72
2023-12-26,Central,Furniture,239.77,32.67
2023-12-26,West,Office Supplies,1122.28,117.99
2023-12-26,West,Technology,457.3,43.35
2023-12-26,South,Technology,2123.0,304.64
2023-12-26,East,Furniture,1378.94,251.03
2023-12-27,West,Technology,676.38,87.25
2023-12-27,South,Technology,21.64,1.42
2023-12-27,East,Office Supplies,503.15,37.1
2023-12-27,East,Furniture,573.23,44.05
2023-12-27,West,Furniture,756.2199999999999,134.76
2023-12-27,West,Office Supplies,408.5,36.71
2023-12-27,Central,Technology,168.11,37.68
2023-12-27,South,Furniture,488.65999999999997,96.2
2023-12-27,Central,Office Supplies,282.65,46.1
2023-12-27,South,Office Supplies,54.27,4.24
2023-12-28,West,Office Supplies,2379.09,427.23
2023-12-28,West,Furniture,1944.5700000000002,373.63
2023-12-28,East,Office Supplies,424.1,111.25
2023-12-28,East,Furniture,1311.98,237.14
2023-12-28,South,Technology,1942.85,355.36
2023-12-28,South,Furniture,1358.7800000000002,309.13
2023-12-28,East,Technology,2298.56,304.28999999999996
2023-12-28,Central,Office Supplies,734.34,36.98
2023-12-28,Central,Furniture,1365.75,89.94
2023-12-29,South,Furniture,975.11,222.98
2023-12-29,West,Office Supplies,883.23,263.5
2023-12-29,West,Technology,337.5,99.09
2023-12-29,East,Office Supplies,532.21,116.62
2023-12-29,Central,Office Supplies,947.5,256.77
2023-12-29,South,Office Supplies,2008.0300000000002,406.59999999999997
2023-12-29,Central,Technology,494.07,47.36
2023-12-30,West,Furniture,833.32,231.04999999999998
2023-12-30,East,Furniture,254.22,35.12
2023-12-30,West,Office Supplies,382.28,38.72
2023-12-30,West,Technology,619.81,44.63
2023-12-30,East,Technology,1037.22,184.27
2023-12-30,East,Office Supplies,168.51,27.94
2023-12-30,Central,Furniture,444.54,49.040000000000006
2023-12-30,Central,Office Supplies,520.74,87.42999999999999
2023-12-30,South,Office Supplies,377.15,48.97
2023-12-31,Central,Furniture,743.51,149.48
2023-12-31,East,Office Supplies,966.57,164.37
2023-12-31,West,Office Supplies,2077.5299999999997,369.15
2023-12-31,Central,Technology,869.06,253.72
2023-12-31,South,Technology,557.82,41.46
2023-12-31,West,Furniture,388.17,55.98
2023-12-31,South,Office Supplies,112.14,10.83
2023-12-31,East,Technology,874.1700000000001,173.05
2023-12-31,West,Technology,1646.47,177.19
2024-01-01,East,Office Supplies,426.56,24.29
2024-01-01,South,Technology,3208.1600000000003,703.27
2024-01-01,Central,Office Supplies,1839.8500000000001,224.07999999999998
2024-01-01,South,Furniture,1480.9299999999998,195.7
2024-01-01,West,Furniture,21.14,1.13
2024-01-01,West,Technology,1951.72,373.88
2024-01-01,South,Office Supplies,791.58,147.34
2024-01-01,West,Office Supplies,298.88,58.46
2024-01-01,East,Furniture,113.93,11.07
2024-01-02,South,Technology,1296.77,284.56
2024-01-02,West,Technology,892.53,109.27
2024-01-02,South,Furniture,252.89,20.35
2024-01-02,East,Office Supplies,413.6,107.63
2024-01-02,Central,Furniture,766.27,176.71
2024-01-02,East,Technology,2142.26,415.45
2024-01-02,Central,Technology,425.81,96.76
2024-01-02,West,Furniture,367.93,89.53999999999999
2024-01-02,South,Office Supplies,433.74,93.6
2024-01-02,Central,Office Supplies,962.03,204.59
2024-01-03,Central,Office Supplies,2814.11,704.1800000000001
2024-01-03,West,Technology,519.24,28.39
2024-01-03,West,Furniture,879.82,238.23
2024-01-03,East,Furniture,882.3,158.77
2024-01-03,West,Office Supplies,100.95,23.92
2024-01-03,East,Office Supplies,1419.34,252.63
2024-01-04,East,Office Supplies,1127.78,216.03
2024-01-04,West,Office Supplies,50.41,13.68
2024-01-04,Central,Office Supplies,187.61,18.93
2024-01-04,West,Furniture,329.4,74.83
2024-01-04,Central,Technology,323.41,95.72
2024-01-04,East,Technology,3411.84,623.1800000000001
2024-01-04,East,Furniture,156.42,36.77
2024-01-04,South,Office Supplies,929.6,135.76
2024-01-05,West,Technology,1152.99,313.13
2024-01-05,East,Furniture,674.59,184.19
2024-01-05,West,Furniture,1150.67,184.37
2024-01-05,Central,Technology,991.55,106.07
2024-01-05,Central,Furniture,787.21,93.12
2024-01-05,Central,Office Supplies,910.35,136.89
2024-01-05,East,Office Supplies,664.17,162.53
2024-01-06,West,Technology,832.64,47.14
2024-01-06,Central,Office Supplies,648.81,68.59
2024-01-06,Central,Furniture,1762.4899999999998,309.61
2024-01-06,South,Furniture,2528.73,538.87
2024-01-06,South,Technology,869.44,236.4
2024-01-06,East,Technology,770.79,184.01
2024-01-06,Central,Technology,744.03,123.08
2024-01-07,West,Technology,738.52,136.77
2024-01-07,South,Technology,104.62,5.33
2024-01-07,West,Office Supplies,675.34,107.22
2024-01-07,East,Technology,741.19,156.75
2024-01-07,Central,Office Supplies,1117.27,114.94999999999999
2024-01-07,South,Furniture,677.96,35.8
2024-01-07,South,Office Supplies,639.41,111.27000000000001
2024-01-07,East,Furniture,2665.5,527.25
2024-01-08,East,Furniture,223.33,17.14
2024-01-08,West,Furniture,97.39,26.07
2024-01-08,South,Furniture,674.23,200.23
2024-01-08,East,Technology,1063.66,187.49
2024-01-08,West,Technology,1932.9499999999998,331.49
2024-01-08,East,Office Supplies,520.57,33.24
2024-01-08,South,Office Supplies,368.83,86.47
2024-01-08,Central,Furniture,612.51,57.769999999999996
2024-01-08,Central,Technology,228.94,24.88
2024-01-09,West,Furniture,626.52,60.58
2024-01-09,South,Office Supplies,1799.4,363.07
2024-01-09,West,Office Supplies,584.89,170.75
2024-01-09,West,Technology,824.51,111.08
2024-01-09,Central,Furniture,91.46,17.64
2024-01-09,East,Furniture,348.25,44.44
2024-01-09,Central,Technology,1438.12,224.42
2024-01-09,South,Technology,1300.0300000000002,138.07999999999998
2024-01-09,Central,Office Supplies,851.5899999999999,146.49
2024-01-10,East,Furniture,194.11,54.74
2024-01-10,South,Furniture,561.99,87.26
2024-01-10,South,Office Supplies,351.05,75.95
2024-01-10,East,Technology,1484.6599999999999,287.12
2024-01-10,West,Office Supplies,496.6,68.79
2024-01-10,Central,Office Supplies,238.42,39.02
2024-01-11,West,Furniture,820.45,136.82
2024-01-11,East,Office Supplies,314.36,44.37
2024-01-11,Central,Furniture,149.87,27.49
2024-01-11,Central,Office Supplies,1372.86,395.99
2024-01-11,South,Office Supplies,558.04,40.37
2024-01-11,South,Furniture,1613.27,335.71999999999997
2024-01-11,East,Technology,1167.88,101.6
2024-01-12,East,Furniture,792.85,55.44
2024-01-12,South,Furniture,1293.36,221.22000000000003
2024-01-12,West,Office Supplies,743.46,123.43
2024-01-12,East,Office Supplies,264.77,48.92
2024-01-12,South,Office Supplies,762.65,40.4
2024-01-12,Central,Office Supplies,844.6800000000001,165.22
2024-01-12,South,Technology,2241.27,508.93
2024-01-12,East,Technology,259.47,13.36
2024-01-13,East,Technology,691.05,39.980000000000004
2024-01-13,East,Office Supplies,381.71,72.18
2024-01-13,Central,Furniture,230.79,27.16
2024-01-13,South,Technology,348.16,68.12
2024-01-13,Central,Office Supplies,731.82,124.49
2024-01-13,West,Technology,974.74,205.51
2024-01-13,East,Furniture,2052.84,181.89
2024-01-13,West,Office Supplies,1027.62,97.44
2024-01-13,South,Office Supplies,2081.44,442.1
2024-01-14,Central,Office Supplies,1587.8600000000001,135.28
2024-01-14,East,Technology,1005.22,231.26999999999998
2024-01-14,West,Office Supplies,862.23,77.65
2024-01-14,Central,Furniture,846.89,107.63
2024-01-14,East,Furniture,27.16,3.21
2024-01-14,Central,Technology,666.02,82.63
2024-01-14,East,Office Supplies,2786.81,394.84999999999997
2024-01-15,Central,Office Supplies,2646.6200000000003,559.9300000000001
2024-01-15,South,Office Supplies,989.51,112.56
2024-01-15,East,Office Supplies,1049.97,155.51
2024-01-15,West,Furniture,918.77,180.44
2024-01-15,West,Office Supplies,1231.04,191.93
2024-01-15,South,Technology,1223.69,113.22
2024-01-15,East,Furniture,341.0,29.55
2024-01-15,Central,Technology,296.09,69.54
2024-01-16,West,Office Supplies,2804.25,692.13
2024-01-16,Central,Technology,275.23,57.06
2024-01-16,Central,Office Supplies,1086.03,164.63
2024-01-16,West,Technology,991.17,179.42
2024-01-16,Central,Furniture,1116.02,235.39
2024-01-16,East,Furniture,1065.13,148.23000000000002
2024-01-16,East,Office Supplies,525.08,156.1
2024-01-16,East,Technology,503.16999999999996,129.7
2024-01-16,South,Office Supplies,219.06,41.32
2024-01-17,West,Technology,865.25,93.59
2024-01-17,South,Technology,275.89,41.88
2024-01-17,Central,Technology,241.67,13.43
2024-01-17,West,Furniture,1142.86,323.52000000000004
2024-01-17,East,Furniture,1776.95,192.78
2024-01-17,South,Office Supplies,934.28,169.38
2024-01-17,Central,Furniture,1013.25,149.41
2024-01-17,East,Office Supplies,702.15,59.47
2024-01-17,South,Furniture,181.32,23.82
2024-01-18,South,Office Supplies,628.61,127.24
2024-01-18,Central,Office Supplies,168.28,36.99
2024-01-18,South,Technology,1652.24,254.01999999999998
2024-01-18,East,Office Supplies,959.56,167.97
2024-01-18,West,Furniture,977.2,225.01
2024-01-18,East,Furniture,1308.85,254.29000000000002
2024-01-18,East,Technology,1999.8899999999999,464.21
2024-01-18,Central,Furniture,1109.38,216.19
2024-01-19,South,Technology,741.06,197.29
2024-01-19,West,Furniture,340.77,39.4
2024-01-19,East,Furniture,185.87,49.48
2024-01-19,South,Office Supplies,693.26,117.39
2024-01-19,Central,Technology,812.31,202.77
2024-01-19,West,Office Supplies,208.69,24.87
2024-01-19,South,Furniture,3714.92,626.55
2024-01-19,Central,Office Supplies,925.19,157.97
2024-01-19,West,Technology,929.4300000000001,206.11
2024-01-19,Central,Furniture,266.83,72.34
2024-01-20,Central,Technology,328.6,77.77
2024-01-20,Central,Office Supplies,621.9,165.15
2024-01-20,West,Office Supplies,986.83,157.53
2024-01-20,South,Furniture,726.5,135.62
2024-01-20,West,Technology,470.98,96.71000000000001
2024-01-20,East,Office Supplies,608.54,164.72
2024-01-21,West,Furniture,631.7,121.48000000000002
2024-01-21,West,Technology,1870.25,161.8
2024-01-21,East,Furniture,1249.23,328.27
2024-01-21,Central,Furniture,799.1600000000001,212.94
2024-01-21,South,Technology,1352.05,151.51
2024-01-22,South,Office Supplies,1344.4,122.33
2024-01-22,West,Office Supplies,555.52,105.41
2024-01-22,West,Furniture,603.2,54.28
2024-01-22,South,Furniture,465.75,93.77
2024-01-22,South,Technology,87.82,8.74
2024-01-22,West,Technology,337.21,56.35
2024-01-22,East,Office Supplies,346.33000000000004,32.46
2024-01-22,Central,Technology,775.96,156.72
2024-01-23,East,Technology,838.6,163.29999999999998
2024-01-23,West,Furniture,334.21,25.23
2024-01-23,West,Technology,764.46,148.10000000000002
2024-01-23,South,Furniture,36.05,3.85
2024-01-23,Central,Furniture,566.76,120.85000000000001
2024-01-23,East,Office Supplies,993.91,87.56
2024-01-24,East,Office Supplies,709.96,137.08
2024-01-24,East,Furniture,1934.03,366.36
2024-01-24,South,Furniture,231.26,59.21
2024-01-24,South,Technology,1134.3700000000001,120.33
2024-01-24,South,Office Supplies,1409.56,245.88
2024-01-24,Central,Furniture,528.39,91.71
2024-01-24,Central,Technology,2189.27,290.92
2024-01-24,East,Technology,322.71,96.03
2024-01-24,Central,Office Supplies,742.49,186.71
2024-01-25,South,Technology,895.77,190.92
2024-01-25,Central,Technology,378.36,20.67
2024-01-25,South,Office Supplies,626.85,84.56
2024-01-25,West,Technology,501.98,43.79
2024-01-25,East,Technology,418.22,75.26
2024-01-25,South,Furniture,731.45,136.24
2024-01-25,West,Office Supplies,263.23,59.43
2024-01-26,West,Furniture,1166.42,237.39
2024-01-26,West,Office Supplies,805.52,123.59
2024-01-26,South,Furniture,441.38,97.32
2024-01-26,South,Technology,38.72,10.61
2024-01-26,Central,Furniture,439.18,84.38
2024-01-26,South,Office Supplies,887.64,108.4
2024-01-26,East,Office Supplies,111.11,14.81
2024-01-26,Central,Technology,724.11,70.76
2024-01-27,East,Technology,513.11,69.27
2024-01-27,Central,Furniture,1549.86,238.27
2024-01-27,West,Technology,360.66,94.89
2024-01-27,East,Office Supplies,188.4,29.18
2024-01-27,Central,Technology,1558.16,337.27
2024-01-27,West,Office Supplies,535.37,100.57
2024-01-28,East,Furniture,215.64,31.45
2024-01-28,Central,Furniture,816.89,178.5
2024-01-28,South,Furniture,1443.44,212.38
2024-01-28,South,Technology,246.83,21.1
2024-01-28,East,Technology,761.39,115.59
2024-01-28,West,Furniture,428.61,29.22
2024-01-28,Central,Technology,256.35,76.9
2024-01-28,East,Office Supplies,3412.79,462.86
2024-01-29,East,Office Supplies,597.06,64.09
2024-01-29,East,Technology,1356.48,166.0
2024-01-29,West,Furniture,757.6400000000001,130.37
2024-01-29,West,Office Supplies,2493.54,339.95
2024-01-29,South,Furniture,1036.0500000000002,117.32999999999998
2024-01-29,East,Furniture,1509.46,319.26
2024-01-29,Central,Furniture,369.4,43.980000000000004
2024-01-29,Central,Office Supplies,1270.28,286.95000000000005
2024-01-29,Central,Technology,54.17,5.4
2024-01-29,South,Office Supplies,681.2,199.47
2024-01-30,Central,Technology,254.36,59.57
2024-01-30,West,Furniture,1463.97,311.76
2024-01-30,West,Office Supplies,1636.67,187.92000000000002
2024-01-30,Central,Furniture,1612.87,201.22
2024-01-30,East,Technology,837.77,58.21
2024-01-30,West,Technology,974.17,171.22
2024-01-30,East,Furniture,1103.8400000000001,183.45999999999998
2024-01-30,South,Furniture,869.12,222.32
2024-01-30,East,Office Supplies,652.81,110.54
2024-01-30,South,Technology,890.65,219.45
2024-01-31,Central,Furniture,1119.83,246.23
2024-01-31,Central,Technology,673.56,88.6
2024-01-31,West,Technology,250.49,12.7
2024-01-31,East,Office Supplies,752.53,70.67
2024-01-31,West,Furniture,1192.88,146.43
2024-01-31,East,Technology,493.43,95.05
2024-01-31,South,Furniture,1551.58,283.84000000000003
2024-01-31,South,Technology,303.29,26.33
2024-02-01,Central,Furniture,1088.06,264.93
2024-02-01,East,Technology,929.55,238.91
2024-02-01,South,Technology,733.92,75.92
2024-02-01,South,Office Supplies,1127.6000000000001,217.39
2024-02-01,Central,Office Supplies,944.29,101.02
2024-02-01,East,Office Supplies,1716.02,264.24
2024-02-01,West,Furniture,578.96,148.96
2024-02-01,West,Office Supplies,98.42,28.85
2024-02-02,East,Office Supplies,550.23,98.96
2024-02-02,East,Furniture,1591.04,160.23000000000002
2024-02-02,South,Office Supplies,1241.83,202.42000000000002
2024-02-02,West,Office Supplies,999.86,141.98
2024-02-02,East,Technology,372.1,32.86
2024-02-02,South,Furniture,774.1,84.3
2024-02-02,Central,Technology,193.11,57.86
2024-02-02,West,Technology,1473.74,221.98000000000002
2024-02-03,South,Office Supplies,411.25,93.86
2024-02-03,South,Furniture,258.3,49.37
2024-02-03,Central,Office Supplies,895.81,63.38
2024-02-03,East,Technology,1128.9099999999999,234.45
2024-02-03,East,Office Supplies,130.58,21.76
2024-02-03,West,Technology,1153.3200000000002,157.03
2024-02-03,West,Furniture,285.98,42.61
2024-02-03,South,Technology,636.0,111.47
2024-02-04,West,Technology,48.18,12.22
2024-02-04,Central,Technology,601.21,54.71
2024-02-04,Central,Office Supplies,1127.2,272.29
2024-02-04,East,Furniture,753.19,68.95
2024-02-04,South,Office Supplies,269.31,15.98
2024-02-04,East,Office Supplies,1057.67,121.44
2024-02-04,Central,Furniture,418.57,57.87
2024-02-04,South,Technology,514.63,54.3
2024-02-05,West,Technology,638.67,46.94
2024-02-05,South,Technology,87.73,17.28
2024-02-05,East,Office Supplies,158.57,40.6
2024-02-05,Central,Office Supplies,97.79,10.08
2024-02-05,South,Office Supplies,648.85,74.41
2024-02-05,South,Furniture,793.77,233.88
2024-02-05,Central,Technology,340.0,30.23
2024-02-05,East,Technology,1394.06,136.26
2024-02-06,South,Furniture,831.84,121.34
2024-02-06,South,Technology,503.11,107.43
2024-02-06,Central,Furniture,733.41,114.11
2024-02-06,West,Technology,858.07,252.24
2024-02-06,East,Technology,1263.24,118.08
2024-02-06,West,Office Supplies,1912.53,264.38
2024-02-06,East,Furniture,669.76,43.2
2024-02-06,East,Office Supplies,689.45,166.49
2024-02-06,Central,Office Supplies,1645.21,440.24
2024-02-06,South,Office Supplies,606.26,119.47
2024-02-07,South,Office Supplies,958.49,276.12
2024-02-07,East,Furniture,1309.59,292.34999999999997
2024-02-07,South,Technology,2212.53,380.94
2024-02-07,East,Office Supplies,26.45,5.4
2024-02-07,West,Office Supplies,1775.21,164.03
2024-02-07,Central,Office Supplies,20.99,5.63
2024-02-07,South,Furniture,1200.83,257.29
2024-02-07,Central,Technology,484.03,116.17
2024-02-07,West,Furniture,1099.85,187.69
2024-02-07,West,Technology,825.79,134.72
2024-02-08,West,Office Supplies,658.48,183.73
2024-02-08,Central,Furniture,1015.1600000000001,214.60000000000002
2024-02-08,South,Office Supplies,1373.3899999999999,100.35
2024-02-08,South,Furniture,1071.92,188.58
2024-02-08,East,Technology,473.53,59.01
2024-02-08,West,Furniture,440.45,55.8
2024-02-08,South,Technology,157.8,21.19
2024-02-08,East,Furniture,652.72,185.57
2024-02-09,South,Technology,895.55,45.23
2024-02-09,West,Technology,498.81,119.49
2024-02-09,Central,Technology,563.75,96.80999999999999
2024-02-09,East,Technology,662.02,98.38
2024-02-09,East,Office Supplies,1328.6399999999999,347.8
2024-02-09,West,Office Supplies,721.36,184.19
2024-02-09,West,Furniture,474.57,66.64
2024-02-09,South,Furniture,1568.76,209.98000000000002
